datetime,bwfl_id,dma_id,wwmd_id,data_type,min,mean,max
2022-01-28 18:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 18:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 18:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 18:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 19:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 19:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 19:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 19:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 20:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 20:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 20:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 20:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 21:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 21:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 21:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 21:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 22:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 22:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 22:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 22:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 23:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 23:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 23:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-28 23:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 00:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 00:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 00:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 00:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 01:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 01:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 01:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 01:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.9,7.9
2022-01-29 02:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-29 02:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.9,7.9
2022-01-29 02:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-29 02:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-29 03:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-29 03:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 03:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 03:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 04:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 04:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 04:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 04:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 05:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 05:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 05:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 05:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 06:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 06:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 06:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 06:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 07:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 07:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 07:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 07:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 08:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 08:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 08:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 08:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 09:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 09:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 09:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 09:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 10:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 10:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 10:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-29 10:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 11:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 11:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 11:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 11:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-29 12:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-29 12:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.9,7.9
2022-01-29 12:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 12:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 13:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-29 13:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.9,7.9
2022-01-29 13:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-29 13:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 14:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 14:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 14:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 14:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 15:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 15:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 15:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 15:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 16:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 16:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 16:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 16:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 17:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 17:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 17:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 17:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 18:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 18:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 18:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 18:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 19:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 19:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 19:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 19:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 20:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 20:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 20:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 20:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 21:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 21:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 21:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 21:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 22:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 22:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 22:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 22:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 23:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 23:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 23:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-29 23:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 00:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 00:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 00:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 00:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 01:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 01:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 01:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 01:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 02:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 02:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 02:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 02:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 03:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 03:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.9,7.9
2022-01-30 03:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 03:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 04:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 04:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 04:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 04:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 05:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 05:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 05:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 05:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 06:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 06:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 06:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 06:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 07:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 07:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 07:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 07:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 08:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 08:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 08:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 08:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 09:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 09:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 09:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 09:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,8.0
2022-01-30 10:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,8.0
2022-01-30 10:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,8.0
2022-01-30 10:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,8.0
2022-01-30 10:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 11:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 11:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,8.0
2022-01-30 11:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 11:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 12:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 12:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-30 12:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 12:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 13:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 13:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 13:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.9,7.9
2022-01-30 13:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 14:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 14:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.9,7.9
2022-01-30 14:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.9,7.9
2022-01-30 14:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.9,7.9
2022-01-30 15:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-30 15:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.800000000000001
2022-01-30 15:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-30 15:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-30 16:00:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-30 16:15:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.800000000000001,7.9
2022-01-30 16:30:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.9,7.9
2022-01-30 16:45:00,BW9_1,2005.0,2302.0,ph,7.800000000000001,7.9,7.9
2022-01-30 17:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 17:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 17:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 17:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 18:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 18:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 18:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 18:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 19:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 19:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 19:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 19:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 20:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 20:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 20:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 20:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 21:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 21:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 21:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 21:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 22:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 22:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 22:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 22:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 23:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 23:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 23:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-30 23:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 00:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 00:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 00:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 00:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 01:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 01:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 01:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 01:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 02:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 02:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 02:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 02:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 03:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 03:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 03:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 03:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 04:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 04:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 04:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 04:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 05:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 05:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 05:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 05:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 06:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 06:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 06:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 06:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 07:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 07:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 07:30:00,BW9_1,2005.0,2302.0,ph,7.9,8.0,8.0
2022-01-31 07:45:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 08:00:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 08:15:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 08:30:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 08:45:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 09:00:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 09:15:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 09:30:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 09:45:00,BW9_1,2005.0,2302.0,ph,7.9,8.0,8.0
2022-01-31 10:00:00,BW9_1,2005.0,2302.0,ph,7.9,8.0,8.0
2022-01-31 10:15:00,BW9_1,2005.0,2302.0,ph,7.9,8.0,8.0
2022-01-31 10:30:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 10:45:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 11:00:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 11:15:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 11:30:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 11:45:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 12:00:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 12:15:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 12:30:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 12:45:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 13:00:00,BW9_1,2005.0,2302.0,ph,8.0,8.0,8.0
2022-01-31 13:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,8.0
2022-01-31 13:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,8.0
2022-01-31 13:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 14:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 14:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 14:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 14:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 15:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 15:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 15:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 15:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 16:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 16:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 16:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 16:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 17:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 17:15:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 17:30:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 17:45:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
2022-01-31 18:00:00,BW9_1,2005.0,2302.0,ph,7.9,7.9,7.9
