datetime,bwfl_id,dma_id,wwmd_id,min,mean,max
2023-03-03 09:45:00,BWFL 17,,,,,
2023-03-03 10:00:00,BWFL 17,,,,,
2023-03-03 10:15:00,BWFL 17,,,,,
2023-03-03 10:30:00,BWFL 17,,,,,
2023-03-03 10:45:00,BWFL 17,,,,,
2023-03-03 11:00:00,BWFL 17,,,,,
2023-03-03 11:15:00,BWFL 17,,,,,
2023-03-03 11:30:00,BWFL 17,,,,,
2023-03-03 11:45:00,BWFL 17,,,,,
2023-03-03 12:00:00,BWFL 17,,,,,
2023-03-03 12:15:00,BWFL 17,,,,,
2023-03-03 12:30:00,BWFL 17,,,,,
2023-03-03 12:45:00,BWFL 17,,,,,
2023-03-03 13:00:00,BWFL 17,,,,,
2023-03-03 13:15:00,BWFL 17,,,,,
2023-03-03 13:30:00,BWFL 17,,,,,
2023-03-03 13:45:00,BWFL 17,,,,,
2023-03-03 14:00:00,BWFL 17,,,,,
2023-03-03 14:15:00,BWFL 17,,,,,
2023-03-03 14:30:00,BWFL 17,,,,,
2023-03-03 14:45:00,BWFL 17,,,,,
2023-03-03 15:00:00,BWFL 17,,,,,
2023-03-03 15:15:00,BWFL 17,,,,,
2023-03-03 15:30:00,BWFL 17,,,,,
2023-03-03 15:45:00,BWFL 17,,,,,
2023-03-03 16:00:00,BWFL 17,,,,,
2023-03-03 16:15:00,BWFL 17,,,,,
2023-03-03 16:30:00,BWFL 17,,,,,
2023-03-03 16:45:00,BWFL 17,,,,,
2023-03-03 17:00:00,BWFL 17,,,,,
2023-03-03 17:15:00,BWFL 17,,,,,
2023-03-03 17:30:00,BWFL 17,,,,,
2023-03-03 17:45:00,BWFL 17,,,,,
2023-03-03 18:00:00,BWFL 17,,,,,
2023-03-03 18:15:00,BWFL 17,,,,,
2023-03-03 18:30:00,BWFL 17,,,,,
2023-03-03 18:45:00,BWFL 17,,,,,
2023-03-03 19:00:00,BWFL 17,,,,,
2023-03-03 19:15:00,BWFL 17,,,,,
2023-03-03 19:30:00,BWFL 17,,,,,
2023-03-03 19:45:00,BWFL 17,,,,,
2023-03-03 20:00:00,BWFL 17,,,,,
2023-03-03 20:15:00,BWFL 17,,,,,
2023-03-03 20:30:00,BWFL 17,,,,,
2023-03-03 20:45:00,BWFL 17,,,,,
2023-03-03 21:00:00,BWFL 17,,,,,
2023-03-03 21:15:00,BWFL 17,,,,,
2023-03-03 21:30:00,BWFL 17,,,,,
2023-03-03 21:45:00,BWFL 17,,,,,
2023-03-03 22:00:00,BWFL 17,,,,,
2023-03-03 22:15:00,BWFL 17,,,,,
2023-03-03 22:30:00,BWFL 17,,,,,
2023-03-03 22:45:00,BWFL 17,,,,,
2023-03-03 23:00:00,BWFL 17,,,,,
2023-03-03 23:15:00,BWFL 17,,,,,
2023-03-03 23:30:00,BWFL 17,,,,,
2023-03-03 23:45:00,BWFL 17,,,,,
2023-03-04 00:00:00,BWFL 17,,,,,
2023-03-04 00:15:00,BWFL 17,,,,,
2023-03-04 00:30:00,BWFL 17,,,,,
2023-03-04 00:45:00,BWFL 17,,,,,
2023-03-04 01:00:00,BWFL 17,,,,,
2023-03-04 01:15:00,BWFL 17,,,,,
2023-03-04 01:30:00,BWFL 17,,,,,
2023-03-04 01:45:00,BWFL 17,,,,,
2023-03-04 02:00:00,BWFL 17,,,,,
2023-03-04 02:15:00,BWFL 17,,,,,
2023-03-04 02:30:00,BWFL 17,,,,,
2023-03-04 02:45:00,BWFL 17,,,,,
2023-03-04 03:00:00,BWFL 17,,,,,
2023-03-04 03:15:00,BWFL 17,,,,,
2023-03-04 03:30:00,BWFL 17,,,,,
2023-03-04 03:45:00,BWFL 17,,,,,
2023-03-04 04:00:00,BWFL 17,,,,,
2023-03-04 04:15:00,BWFL 17,,,,,
2023-03-04 04:30:00,BWFL 17,,,,,
2023-03-04 04:45:00,BWFL 17,,,,,
2023-03-04 05:00:00,BWFL 17,,,,,
2023-03-04 05:15:00,BWFL 17,,,,,
2023-03-04 05:30:00,BWFL 17,,,,,
2023-03-04 05:45:00,BWFL 17,,,,,
2023-03-04 06:00:00,BWFL 17,,,,,
2023-03-04 06:15:00,BWFL 17,,,,,
2023-03-04 06:30:00,BWFL 17,,,,,
2023-03-04 06:45:00,BWFL 17,,,,,
2023-03-04 07:00:00,BWFL 17,,,,,
2023-03-04 07:15:00,BWFL 17,,,,,
2023-03-04 07:30:00,BWFL 17,,,,,
2023-03-04 07:45:00,BWFL 17,,,,,
2023-03-04 08:00:00,BWFL 17,,,,,
2023-03-04 08:15:00,BWFL 17,,,,,
2023-03-04 08:30:00,BWFL 17,,,,,
2023-03-04 08:45:00,BWFL 17,,,,,
2023-03-04 09:00:00,BWFL 17,,,,,
2023-03-04 09:15:00,BWFL 17,,,,,
2023-03-04 09:30:00,BWFL 17,,,,,
2023-03-04 09:45:00,BWFL 17,,,,,
2023-03-04 10:00:00,BWFL 17,,,,,
2023-03-04 10:15:00,BWFL 17,,,,,
2023-03-04 10:30:00,BWFL 17,,,,,
2023-03-04 10:45:00,BWFL 17,,,,,
2023-03-04 11:00:00,BWFL 17,,,,,
2023-03-04 11:15:00,BWFL 17,,,,,
2023-03-04 11:30:00,BWFL 17,,,,,
2023-03-04 11:45:00,BWFL 17,,,,,
2023-03-04 12:00:00,BWFL 17,,,,,
2023-03-04 12:15:00,BWFL 17,,,,,
2023-03-04 12:30:00,BWFL 17,,,,,
2023-03-04 12:45:00,BWFL 17,,,,,
2023-03-04 13:00:00,BWFL 17,,,,,
2023-03-04 13:15:00,BWFL 17,,,,,
2023-03-04 13:30:00,BWFL 17,,,,,
2023-03-04 13:45:00,BWFL 17,,,,,
2023-03-04 14:00:00,BWFL 17,,,,,
2023-03-04 14:15:00,BWFL 17,,,,,
2023-03-04 14:30:00,BWFL 17,,,,,
2023-03-04 14:45:00,BWFL 17,,,,,
2023-03-04 15:00:00,BWFL 17,,,,,
2023-03-04 15:15:00,BWFL 17,,,,,
2023-03-04 15:30:00,BWFL 17,,,,,
2023-03-04 15:45:00,BWFL 17,,,,,
2023-03-04 16:00:00,BWFL 17,,,,,
2023-03-04 16:15:00,BWFL 17,,,,,
2023-03-04 16:30:00,BWFL 17,,,,,
2023-03-04 16:45:00,BWFL 17,,,,,
2023-03-04 17:00:00,BWFL 17,,,,,
2023-03-04 17:15:00,BWFL 17,,,,,
2023-03-04 17:30:00,BWFL 17,,,,,
2023-03-04 17:45:00,BWFL 17,,,,,
2023-03-04 18:00:00,BWFL 17,,,,,
2023-03-04 18:15:00,BWFL 17,,,,,
2023-03-04 18:30:00,BWFL 17,,,,,
2023-03-04 18:45:00,BWFL 17,,,,,
2023-03-04 19:00:00,BWFL 17,,,,,
2023-03-04 19:15:00,BWFL 17,,,,,
2023-03-04 19:30:00,BWFL 17,,,,,
2023-03-04 19:45:00,BWFL 17,,,,,
2023-03-04 20:00:00,BWFL 17,,,,,
2023-03-04 20:15:00,BWFL 17,,,,,
2023-03-04 20:30:00,BWFL 17,,,,,
2023-03-04 20:45:00,BWFL 17,,,,,
2023-03-04 21:00:00,BWFL 17,,,,,
2023-03-04 21:15:00,BWFL 17,,,,,
2023-03-04 21:30:00,BWFL 17,,,,,
2023-03-04 21:45:00,BWFL 17,,,,,
2023-03-04 22:00:00,BWFL 17,,,,,
2023-03-04 22:15:00,BWFL 17,,,,,
2023-03-04 22:30:00,BWFL 17,,,,,
2023-03-04 22:45:00,BWFL 17,,,,,
2023-03-04 23:00:00,BWFL 17,,,,,
2023-03-04 23:15:00,BWFL 17,,,,,
2023-03-04 23:30:00,BWFL 17,,,,,
2023-03-04 23:45:00,BWFL 17,,,,,
2023-03-05 00:00:00,BWFL 17,,,,,
2023-03-05 00:15:00,BWFL 17,,,,,
2023-03-05 00:30:00,BWFL 17,,,,,
2023-03-05 00:45:00,BWFL 17,,,,,
2023-03-05 01:00:00,BWFL 17,,,,,
2023-03-05 01:15:00,BWFL 17,,,,,
2023-03-05 01:30:00,BWFL 17,,,,,
2023-03-05 01:45:00,BWFL 17,,,,,
2023-03-05 02:00:00,BWFL 17,,,,,
2023-03-05 02:15:00,BWFL 17,,,,,
2023-03-05 02:30:00,BWFL 17,,,,,
2023-03-05 02:45:00,BWFL 17,,,,,
2023-03-05 03:00:00,BWFL 17,,,,,
2023-03-05 03:15:00,BWFL 17,,,,,
2023-03-05 03:30:00,BWFL 17,,,,,
2023-03-05 03:45:00,BWFL 17,,,,,
2023-03-05 04:00:00,BWFL 17,,,,,
2023-03-05 04:15:00,BWFL 17,,,,,
2023-03-05 04:30:00,BWFL 17,,,,,
2023-03-05 04:45:00,BWFL 17,,,,,
2023-03-05 05:00:00,BWFL 17,,,,,
2023-03-05 05:15:00,BWFL 17,,,,,
2023-03-05 05:30:00,BWFL 17,,,,,
2023-03-05 05:45:00,BWFL 17,,,,,
2023-03-05 06:00:00,BWFL 17,,,,,
2023-03-05 06:15:00,BWFL 17,,,,,
2023-03-05 06:30:00,BWFL 17,,,,,
2023-03-05 06:45:00,BWFL 17,,,,,
2023-03-05 07:00:00,BWFL 17,,,,,
2023-03-05 07:15:00,BWFL 17,,,,,
2023-03-05 07:30:00,BWFL 17,,,,,
2023-03-05 07:45:00,BWFL 17,,,,,
2023-03-05 08:00:00,BWFL 17,,,,,
2023-03-05 08:15:00,BWFL 17,,,,,
2023-03-05 08:30:00,BWFL 17,,,,,
2023-03-05 08:45:00,BWFL 17,,,,,
2023-03-05 09:00:00,BWFL 17,,,,,
2023-03-05 09:15:00,BWFL 17,,,,,
2023-03-05 09:30:00,BWFL 17,,,,,
2023-03-05 09:45:00,BWFL 17,,,,,
2023-03-05 10:00:00,BWFL 17,,,,,
2023-03-05 10:15:00,BWFL 17,,,,,
2023-03-05 10:30:00,BWFL 17,,,,,
2023-03-05 10:45:00,BWFL 17,,,,,
2023-03-05 11:00:00,BWFL 17,,,,,
2023-03-05 11:15:00,BWFL 17,,,,,
2023-03-05 11:30:00,BWFL 17,,,,,
2023-03-05 11:45:00,BWFL 17,,,,,
2023-03-05 12:00:00,BWFL 17,,,,,
2023-03-05 12:15:00,BWFL 17,,,,,
2023-03-05 12:30:00,BWFL 17,,,,,
2023-03-05 12:45:00,BWFL 17,,,,,
2023-03-05 13:00:00,BWFL 17,,,,,
2023-03-05 13:15:00,BWFL 17,,,,,
2023-03-05 13:30:00,BWFL 17,,,,,
2023-03-05 13:45:00,BWFL 17,,,,,
2023-03-05 14:00:00,BWFL 17,,,,,
2023-03-05 14:15:00,BWFL 17,,,,,
2023-03-05 14:30:00,BWFL 17,,,,,
2023-03-05 14:45:00,BWFL 17,,,,,
2023-03-05 15:00:00,BWFL 17,,,,,
2023-03-05 15:15:00,BWFL 17,,,,,
2023-03-05 15:30:00,BWFL 17,,,,,
2023-03-05 15:45:00,BWFL 17,,,,,
2023-03-05 16:00:00,BWFL 17,,,,,
2023-03-05 16:15:00,BWFL 17,,,,,
2023-03-05 16:30:00,BWFL 17,,,,,
2023-03-05 16:45:00,BWFL 17,,,,,
2023-03-05 17:00:00,BWFL 17,,,,,
2023-03-05 17:15:00,BWFL 17,,,,,
2023-03-05 17:30:00,BWFL 17,,,,,
2023-03-05 17:45:00,BWFL 17,,,,,
2023-03-05 18:00:00,BWFL 17,,,,,
2023-03-05 18:15:00,BWFL 17,,,,,
2023-03-05 18:30:00,BWFL 17,,,,,
2023-03-05 18:45:00,BWFL 17,,,,,
2023-03-05 19:00:00,BWFL 17,,,,,
2023-03-05 19:15:00,BWFL 17,,,,,
2023-03-05 19:30:00,BWFL 17,,,,,
2023-03-05 19:45:00,BWFL 17,,,,,
2023-03-05 20:00:00,BWFL 17,,,,,
2023-03-05 20:15:00,BWFL 17,,,,,
2023-03-05 20:30:00,BWFL 17,,,,,
2023-03-05 20:45:00,BWFL 17,,,,,
2023-03-05 21:00:00,BWFL 17,,,,,
2023-03-05 21:15:00,BWFL 17,,,,,
2023-03-05 21:30:00,BWFL 17,,,,,
2023-03-05 21:45:00,BWFL 17,,,,,
2023-03-05 22:00:00,BWFL 17,,,,,
2023-03-05 22:15:00,BWFL 17,,,,,
2023-03-05 22:30:00,BWFL 17,,,,,
2023-03-05 22:45:00,BWFL 17,,,,,
2023-03-05 23:00:00,BWFL 17,,,,,
2023-03-05 23:15:00,BWFL 17,,,,,
2023-03-05 23:30:00,BWFL 17,,,,,
2023-03-05 23:45:00,BWFL 17,,,,,
2023-03-06 00:00:00,BWFL 17,,,,,
2023-03-06 00:15:00,BWFL 17,,,,,
2023-03-06 00:30:00,BWFL 17,,,,,
2023-03-06 00:45:00,BWFL 17,,,,,
2023-03-06 01:00:00,BWFL 17,,,,,
2023-03-06 01:15:00,BWFL 17,,,,,
2023-03-06 01:30:00,BWFL 17,,,,,
2023-03-06 01:45:00,BWFL 17,,,,,
2023-03-06 02:00:00,BWFL 17,,,,,
2023-03-06 02:15:00,BWFL 17,,,,,
2023-03-06 02:30:00,BWFL 17,,,,,
2023-03-06 02:45:00,BWFL 17,,,,,
2023-03-06 03:00:00,BWFL 17,,,,,
2023-03-06 03:15:00,BWFL 17,,,,,
2023-03-06 03:30:00,BWFL 17,,,,,
2023-03-06 03:45:00,BWFL 17,,,,,
2023-03-06 04:00:00,BWFL 17,,,,,
2023-03-06 04:15:00,BWFL 17,,,,,
2023-03-06 04:30:00,BWFL 17,,,,,
2023-03-06 04:45:00,BWFL 17,,,,,
2023-03-06 05:00:00,BWFL 17,,,,,
2023-03-06 05:15:00,BWFL 17,,,,,
2023-03-06 05:30:00,BWFL 17,,,,,
2023-03-06 05:45:00,BWFL 17,,,,,
2023-03-06 06:00:00,BWFL 17,,,,,
2023-03-06 06:15:00,BWFL 17,,,,,
2023-03-06 06:30:00,BWFL 17,,,,,
2023-03-06 06:45:00,BWFL 17,,,,,
2023-03-06 07:00:00,BWFL 17,,,,,
2023-03-06 07:15:00,BWFL 17,,,,,
2023-03-06 07:30:00,BWFL 17,,,,,
2023-03-06 07:45:00,BWFL 17,,,,,
2023-03-06 08:00:00,BWFL 17,,,,,
2023-03-06 08:15:00,BWFL 17,,,,,
2023-03-06 08:30:00,BWFL 17,,,,,
2023-03-06 08:45:00,BWFL 17,,,,,
2023-03-06 09:00:00,BWFL 17,,,,,
2023-03-06 09:15:00,BWFL 17,,,,,
2023-03-06 09:30:00,BWFL 17,,,,,
2023-03-06 09:45:00,BWFL 17,,,,,
2023-03-06 10:00:00,BWFL 17,,,,,
2023-03-06 10:15:00,BWFL 17,,,,,
2023-03-06 10:30:00,BWFL 17,,,,,
2023-03-06 10:45:00,BWFL 17,,,,,
2023-03-06 11:00:00,BWFL 17,,,,,
2023-03-06 11:15:00,BWFL 17,,,,,
2023-03-06 11:30:00,BWFL 17,,,,,
2023-03-06 11:45:00,BWFL 17,,,,,
2023-03-06 12:00:00,BWFL 17,,,,,
2023-03-06 12:15:00,BWFL 17,,,,,
2023-03-06 12:30:00,BWFL 17,,,,,
2023-03-06 12:45:00,BWFL 17,,,,,
2023-03-06 13:00:00,BWFL 17,,,,,
2023-03-06 13:15:00,BWFL 17,,,,,
2023-03-06 13:30:00,BWFL 17,,,,,
2023-03-06 13:45:00,BWFL 17,,,,,
2023-03-06 14:00:00,BWFL 17,,,,,
2023-03-06 14:15:00,BWFL 17,,,,,
2023-03-06 14:30:00,BWFL 17,,,,,
2023-03-06 14:45:00,BWFL 17,,,,,
2023-03-06 15:00:00,BWFL 17,,,,,
2023-03-06 15:15:00,BWFL 17,,,,,
2023-03-06 15:30:00,BWFL 17,,,,,
2023-03-06 15:45:00,BWFL 17,,,,,
2023-03-06 16:00:00,BWFL 17,,,,,
2023-03-06 16:15:00,BWFL 17,,,,,
2023-03-06 16:30:00,BWFL 17,,,,,
2023-03-06 16:45:00,BWFL 17,,,,,
2023-03-06 17:00:00,BWFL 17,,,,,
2023-03-06 17:15:00,BWFL 17,,,,,
2023-03-06 17:30:00,BWFL 17,,,,,
2023-03-06 17:45:00,BWFL 17,,,,,
2023-03-06 18:00:00,BWFL 17,,,,,
2023-03-06 18:15:00,BWFL 17,,,,,
2023-03-06 18:30:00,BWFL 17,,,,,
2023-03-06 18:45:00,BWFL 17,,,,,
2023-03-06 19:00:00,BWFL 17,,,,,
2023-03-06 19:15:00,BWFL 17,,,,,
2023-03-06 19:30:00,BWFL 17,,,,,
2023-03-06 19:45:00,BWFL 17,,,,,
2023-03-06 20:00:00,BWFL 17,,,,,
2023-03-06 20:15:00,BWFL 17,,,,,
2023-03-06 20:30:00,BWFL 17,,,,,
2023-03-06 20:45:00,BWFL 17,,,,,
2023-03-06 21:00:00,BWFL 17,,,,,
2023-03-06 21:15:00,BWFL 17,,,,,
2023-03-06 21:30:00,BWFL 17,,,,,
2023-03-06 21:45:00,BWFL 17,,,,,
2023-03-06 22:00:00,BWFL 17,,,,,
2023-03-06 22:15:00,BWFL 17,,,,,
2023-03-06 22:30:00,BWFL 17,,,,,
2023-03-06 22:45:00,BWFL 17,,,,,
2023-03-06 23:00:00,BWFL 17,,,,,
2023-03-06 23:15:00,BWFL 17,,,,,
2023-03-06 23:30:00,BWFL 17,,,,,
2023-03-06 23:45:00,BWFL 17,,,,,
2023-03-07 00:00:00,BWFL 17,,,,,
2023-03-07 00:15:00,BWFL 17,,,,,
2023-03-07 00:30:00,BWFL 17,,,,,
2023-03-07 00:45:00,BWFL 17,,,,,
2023-03-07 01:00:00,BWFL 17,,,,,
2023-03-07 01:15:00,BWFL 17,,,,,
2023-03-07 01:30:00,BWFL 17,,,,,
2023-03-07 01:45:00,BWFL 17,,,,,
2023-03-07 02:00:00,BWFL 17,,,,,
2023-03-07 02:15:00,BWFL 17,,,,,
2023-03-07 02:30:00,BWFL 17,,,,,
2023-03-07 02:45:00,BWFL 17,,,,,
2023-03-07 03:00:00,BWFL 17,,,,,
2023-03-07 03:15:00,BWFL 17,,,,,
2023-03-07 03:30:00,BWFL 17,,,,,
2023-03-07 03:45:00,BWFL 17,,,,,
2023-03-07 04:00:00,BWFL 17,,,,,
2023-03-07 04:15:00,BWFL 17,,,,,
2023-03-07 04:30:00,BWFL 17,,,,,
2023-03-07 04:45:00,BWFL 17,,,,,
2023-03-07 05:00:00,BWFL 17,,,,,
2023-03-07 05:15:00,BWFL 17,,,,,
2023-03-07 05:30:00,BWFL 17,,,,,
2023-03-07 05:45:00,BWFL 17,,,,,
2023-03-07 06:00:00,BWFL 17,,,,,
2023-03-07 06:15:00,BWFL 17,,,,,
2023-03-07 06:30:00,BWFL 17,,,,,
2023-03-07 06:45:00,BWFL 17,,,,,
2023-03-07 07:00:00,BWFL 17,,,,,
2023-03-07 07:15:00,BWFL 17,,,,,
2023-03-07 07:30:00,BWFL 17,,,,,
2023-03-07 07:45:00,BWFL 17,,,,,
2023-03-07 08:00:00,BWFL 17,,,,,
2023-03-07 08:15:00,BWFL 17,,,,,
2023-03-07 08:30:00,BWFL 17,,,,,
2023-03-07 08:45:00,BWFL 17,,,,,
2023-03-07 09:00:00,BWFL 17,,,,,
2023-03-07 09:15:00,BWFL 17,,,,,
2023-03-07 09:30:00,BWFL 17,,,,,
2023-03-07 09:45:00,BWFL 17,,,,,
2023-03-07 10:00:00,BWFL 17,,,,,
2023-03-07 10:15:00,BWFL 17,,,,,
2023-03-07 10:30:00,BWFL 17,,,,,
2023-03-07 10:45:00,BWFL 17,,,,,
2023-03-07 11:00:00,BWFL 17,,,,,
2023-03-07 11:15:00,BWFL 17,,,,,
2023-03-07 11:30:00,BWFL 17,,,,,
2023-03-07 11:45:00,BWFL 17,,,,,
2023-03-07 12:00:00,BWFL 17,,,,,
2023-03-07 12:15:00,BWFL 17,,,,,
2023-03-07 12:30:00,BWFL 17,,,,,
2023-03-07 12:45:00,BWFL 17,,,,,
2023-03-07 13:00:00,BWFL 17,,,,,
2023-03-07 13:15:00,BWFL 17,,,,,
2023-03-07 13:30:00,BWFL 17,,,,,
2023-03-07 13:45:00,BWFL 17,,,,,
2023-03-07 14:00:00,BWFL 17,,,,,
2023-03-07 14:15:00,BWFL 17,,,,,
2023-03-07 14:30:00,BWFL 17,,,,,
2023-03-07 14:45:00,BWFL 17,,,,,
2023-03-07 15:00:00,BWFL 17,,,,,
2023-03-07 15:15:00,BWFL 17,,,,,
2023-03-07 15:30:00,BWFL 17,,,,,
2023-03-07 15:45:00,BWFL 17,,,,,
2023-03-07 16:00:00,BWFL 17,,,,,
2023-03-07 16:15:00,BWFL 17,,,,,
2023-03-07 16:30:00,BWFL 17,,,,,
2023-03-07 16:45:00,BWFL 17,,,,,
2023-03-07 17:00:00,BWFL 17,,,,,
2023-03-07 17:15:00,BWFL 17,,,,,
2023-03-07 17:30:00,BWFL 17,,,,,
2023-03-07 17:45:00,BWFL 17,,,,,
2023-03-07 18:00:00,BWFL 17,,,,,
2023-03-07 18:15:00,BWFL 17,,,,,
2023-03-07 18:30:00,BWFL 17,,,,,
2023-03-07 18:45:00,BWFL 17,,,,,
2023-03-07 19:00:00,BWFL 17,,,,,
2023-03-07 19:15:00,BWFL 17,,,,,
2023-03-07 19:30:00,BWFL 17,,,,,
2023-03-07 19:45:00,BWFL 17,,,,,
2023-03-07 20:00:00,BWFL 17,,,,,
2023-03-07 20:15:00,BWFL 17,,,,,
2023-03-07 20:30:00,BWFL 17,,,,,
2023-03-07 20:45:00,BWFL 17,,,,,
2023-03-07 21:00:00,BWFL 17,,,,,
2023-03-07 21:15:00,BWFL 17,,,,,
2023-03-07 21:30:00,BWFL 17,,,,,
2023-03-07 21:45:00,BWFL 17,,,,,
2023-03-07 22:00:00,BWFL 17,,,,,
2023-03-07 22:15:00,BWFL 17,,,,,
2023-03-07 22:30:00,BWFL 17,,,,,
2023-03-07 22:45:00,BWFL 17,,,,,
2023-03-07 23:00:00,BWFL 17,,,,,
2023-03-07 23:15:00,BWFL 17,,,,,
2023-03-07 23:30:00,BWFL 17,,,,,
2023-03-07 23:45:00,BWFL 17,,,,,
2023-03-08 00:00:00,BWFL 17,,,,,
2023-03-08 00:15:00,BWFL 17,,,,,
2023-03-08 00:30:00,BWFL 17,,,,,
2023-03-08 00:45:00,BWFL 17,,,,,
2023-03-08 01:00:00,BWFL 17,,,,,
2023-03-08 01:15:00,BWFL 17,,,,,
2023-03-08 01:30:00,BWFL 17,,,,,
2023-03-08 01:45:00,BWFL 17,,,,,
2023-03-08 02:00:00,BWFL 17,,,,,
2023-03-08 02:15:00,BWFL 17,,,,,
2023-03-08 02:30:00,BWFL 17,,,,,
2023-03-08 02:45:00,BWFL 17,,,,,
2023-03-08 03:00:00,BWFL 17,,,,,
2023-03-08 03:15:00,BWFL 17,,,,,
2023-03-08 03:30:00,BWFL 17,,,,,
2023-03-08 03:45:00,BWFL 17,,,,,
2023-03-08 04:00:00,BWFL 17,,,,,
2023-03-08 04:15:00,BWFL 17,,,,,
2023-03-08 04:30:00,BWFL 17,,,,,
2023-03-08 04:45:00,BWFL 17,,,,,
2023-03-08 05:00:00,BWFL 17,,,,,
2023-03-08 05:15:00,BWFL 17,,,,,
2023-03-08 05:30:00,BWFL 17,,,,,
2023-03-08 05:45:00,BWFL 17,,,,,
2023-03-08 06:00:00,BWFL 17,,,,,
2023-03-08 06:15:00,BWFL 17,,,,,
2023-03-08 06:30:00,BWFL 17,,,,,
2023-03-08 06:45:00,BWFL 17,,,,,
2023-03-08 07:00:00,BWFL 17,,,,,
2023-03-08 07:15:00,BWFL 17,,,,,
2023-03-08 07:30:00,BWFL 17,,,,,
2023-03-08 07:45:00,BWFL 17,,,,,
2023-03-08 08:00:00,BWFL 17,,,,,
2023-03-08 08:15:00,BWFL 17,,,,,
2023-03-08 08:30:00,BWFL 17,,,,,
2023-03-08 08:45:00,BWFL 17,,,,,
2023-03-08 09:00:00,BWFL 17,,,,,
2023-03-08 09:15:00,BWFL 17,,,,,
2023-03-08 09:30:00,BWFL 17,,,,,
2023-03-08 09:45:00,BWFL 17,,,,,
2023-03-08 10:00:00,BWFL 17,,,,,
2023-03-08 10:15:00,BWFL 17,,,,,
2023-03-08 10:30:00,BWFL 17,,,,,
2023-03-08 10:45:00,BWFL 17,,,,,
2023-03-08 11:00:00,BWFL 17,,,,,
2023-03-08 11:15:00,BWFL 17,,,,,
2023-03-08 11:30:00,BWFL 17,,,,,
2023-03-08 11:45:00,BWFL 17,,,,,
2023-03-08 12:00:00,BWFL 17,,,,,
2023-03-08 12:15:00,BWFL 17,,,,,
2023-03-08 12:30:00,BWFL 17,,,,,
2023-03-08 12:45:00,BWFL 17,,,,,
2023-03-08 13:00:00,BWFL 17,,,,,
2023-03-08 13:15:00,BWFL 17,,,,,
2023-03-08 13:30:00,BWFL 17,,,,,
2023-03-08 13:45:00,BWFL 17,,,,,
2023-03-08 14:00:00,BWFL 17,,,,,
2023-03-08 14:15:00,BWFL 17,,,,,
2023-03-08 14:30:00,BWFL 17,,,,,
2023-03-08 14:45:00,BWFL 17,,,,,
2023-03-08 15:00:00,BWFL 17,,,,,
2023-03-08 15:15:00,BWFL 17,,,,,
2023-03-08 15:30:00,BWFL 17,,,,,
2023-03-08 15:45:00,BWFL 17,,,,,
2023-03-08 16:00:00,BWFL 17,,,,,
2023-03-08 16:15:00,BWFL 17,,,,,
2023-03-08 16:30:00,BWFL 17,,,,,
2023-03-08 16:45:00,BWFL 17,,,,,
2023-03-08 17:00:00,BWFL 17,,,,,
2023-03-08 17:15:00,BWFL 17,,,,,
2023-03-08 17:30:00,BWFL 17,,,,,
2023-03-08 17:45:00,BWFL 17,,,,,
2023-03-08 18:00:00,BWFL 17,,,,,
2023-03-08 18:15:00,BWFL 17,,,,,
2023-03-08 18:30:00,BWFL 17,,,,,
2023-03-08 18:45:00,BWFL 17,,,,,
2023-03-08 19:00:00,BWFL 17,,,,,
2023-03-08 19:15:00,BWFL 17,,,,,
2023-03-08 19:30:00,BWFL 17,,,,,
2023-03-08 19:45:00,BWFL 17,,,,,
2023-03-08 20:00:00,BWFL 17,,,,,
2023-03-08 20:15:00,BWFL 17,,,,,
2023-03-08 20:30:00,BWFL 17,,,,,
2023-03-08 20:45:00,BWFL 17,,,,,
2023-03-08 21:00:00,BWFL 17,,,,,
2023-03-08 21:15:00,BWFL 17,,,,,
2023-03-08 21:30:00,BWFL 17,,,,,
2023-03-08 21:45:00,BWFL 17,,,,,
2023-03-08 22:00:00,BWFL 17,,,,,
2023-03-08 22:15:00,BWFL 17,,,,,
2023-03-08 22:30:00,BWFL 17,,,,,
2023-03-08 22:45:00,BWFL 17,,,,,
2023-03-08 23:00:00,BWFL 17,,,,,
2023-03-08 23:15:00,BWFL 17,,,,,
2023-03-08 23:30:00,BWFL 17,,,,,
2023-03-08 23:45:00,BWFL 17,,,,,
2023-03-09 00:00:00,BWFL 17,,,,,
2023-03-09 00:15:00,BWFL 17,,,,,
2023-03-09 00:30:00,BWFL 17,,,,,
2023-03-09 00:45:00,BWFL 17,,,,,
2023-03-09 01:00:00,BWFL 17,,,,,
2023-03-09 01:15:00,BWFL 17,,,,,
2023-03-09 01:30:00,BWFL 17,,,,,
2023-03-09 01:45:00,BWFL 17,,,,,
2023-03-09 02:00:00,BWFL 17,,,,,
2023-03-09 02:15:00,BWFL 17,,,,,
2023-03-09 02:30:00,BWFL 17,,,,,
2023-03-09 02:45:00,BWFL 17,,,,,
2023-03-09 03:00:00,BWFL 17,,,,,
2023-03-09 03:15:00,BWFL 17,,,,,
2023-03-09 03:30:00,BWFL 17,,,,,
2023-03-09 03:45:00,BWFL 17,,,,,
2023-03-09 04:00:00,BWFL 17,,,,,
2023-03-09 04:15:00,BWFL 17,,,,,
2023-03-09 04:30:00,BWFL 17,,,,,
2023-03-09 04:45:00,BWFL 17,,,,,
2023-03-09 05:00:00,BWFL 17,,,,,
